distortion,level,model,class_name,map_50_95,ap_50,precision_50,recall_50,mean_matched_iou_50,gt_count,prediction_count
GaussNoise,20.0,pretrained,train,0.02244224422442244,0.1122112211221122,0.008403361344537815,0.3333333333333333,0.5784001318292399,3.0,119.0
GaussNoise,20.0,pretrained,truck,0.11297885710986233,0.16267084459523398,0.01453104359313078,0.4782608695652174,0.8007916384102888,23.0,757.0
GaussNoise,20.0,fine_tuned,person,0.15789311454147778,0.3217419583192539,0.021735586589143076,0.5594405594405595,0.7006180426049347,715.0,18403.0
GaussNoise,20.0,fine_tuned,bicycle,0.07600652809671128,0.17642916600770725,0.029257314328582147,0.420863309352518,0.645903180147251,278.0,3999.0
GaussNoise,20.0,fine_tuned,car,0.3451802864933439,0.5563241483604985,0.0752020500689927,0.6710642040457344,0.7719506356780247,1137.0,10146.0
GaussNoise,20.0,fine_tuned,motorcycle,0.04005779135247163,0.10784736213394436,0.05291005291005291,0.2702702702702703,0.6726301132636395,37.0,189.0
GaussNoise,20.0,fine_tuned,bus,0.252562114642005,0.35843149532344537,0.09090909090909091,0.42857142857142855,0.8188848136974044,21.0,99.0
GaussNoise,20.0,fine_tuned,train,0.0,0.0,0.0,0.0,0.0,3.0,109.0
GaussNoise,20.0,fine_tuned,truck,0.1980797370858876,0.25661002014918205,0.014238773274917854,0.5652173913043478,0.7895367317986983,23.0,913.0
GaussNoise,35.0,pretrained,person,0.07553544547647845,0.15839748144525054,0.04420898794300329,0.3384615384615385,0.6882544758812346,715.0,5474.0
GaussNoise,35.0,pretrained,bicycle,0.031049528212394206,0.048254801334903244,0.03297682709447415,0.13309352517985612,0.696757648633158,278.0,1122.0
GaussNoise,35.0,pretrained,car,0.19776457579297152,0.3406931705724264,0.05737549706494982,0.5329815303430079,0.7228184797134771,1137.0,10562.0
GaussNoise,35.0,pretrained,motorcycle,0.020671033372518688,0.07104281856757104,0.03787878787878788,0.13513513513513514,0.638146051309459,37.0,132.0
GaussNoise,35.0,pretrained,bus,0.08209195919591959,0.12942544254425442,0.05952380952380952,0.23809523809523808,0.7711220179132573,21.0,84.0
GaussNoise,35.0,pretrained,train,0.0,0.0,0.0,0.0,0.0,3.0,228.0
GaussNoise,35.0,pretrained,truck,0.03986108845580175,0.05423179246690242,0.006531204644412192,0.391304347826087,0.785960015732868,23.0,1378.0
GaussNoise,35.0,fine_tuned,person,0.11777184251585895,0.24875377108037675,0.0185026468364003,0.5132867132867133,0.6801281218915533,715.0,19835.0
GaussNoise,35.0,fine_tuned,bicycle,0.04452084523017892,0.10184378995774106,0.020717642033319095,0.3489208633093525,0.6384532165773278,278.0,4682.0
GaussNoise,35.0,fine_tuned,car,0.2974366389879575,0.49994891144282544,0.06839777965942234,0.6394019349164468,0.751894978366064,1137.0,10629.0
